verb,tam,modal,transitivity,polarity,complementizer,count
apprehend,perfect,none,intransitive,positive,that,2
apprise,infinitival,none,transitive,positive,that,2
apprise,past,none,transitive,positive,that,2
apprise,perfect,none,transitive,positive,that,1
approach,infinitival,none,intransitive,positive,that,10
approach,past,none,intransitive,positive,that,13
approach,perfect,none,intransitive,negative,that,1
approach,present,none,intransitive,positive,that,383
approach,progressive,none,intransitive,positive,that,8
approve,infinitival,none,intransitive,positive,that,9
approve,modal,could,intransitive,positive,whether,1
approve,past,none,intransitive,negative,that,1
approve,past,none,intransitive,positive,that,21
approve,perfect,none,intransitive,negative,that,1
approve,perfect,none,intransitive,positive,that,6
approve,present,none,intransitive,negative,that,2
approve,present,none,intransitive,positive,that,13
arce,progressive,none,intransitive,positive,that,1
arch,present,none,intransitive,positive,that,9
archetypes,present,none,intransitive,positive,that,9
archive,present,none,intransitive,positive,that,17
argue,infinitival,none,intransitive,negative,that,37
argue,infinitival,none,intransitive,positive,that,2503
argue,infinitival,none,intransitive,positive,whether,30
argue,modal,be,intransitive,negative,that,2
argue,modal,can,intransitive,negative,that,81
argue,modal,can,intransitive,positive,that,487
argue,modal,can,intransitive,positive,whether,46
argue,modal,could,intransitive,negative,that,9
argue,modal,could,intransitive,positive,that,1050
argue,modal,could,intransitive,positive,whether,4
argue,modal,have,intransitive,positive,that,277
argue,modal,may,intransitive,negative,that,2
argue,modal,may,intransitive,positive,that,215
argue,modal,may,intransitive,positive,whether,7
argue,modal,might,intransitive,positive,that,500
argue,modal,might,intransitive,positive,whether,3
argue,modal,shall,intransitive,positive,that,27
argue,modal,should,intransitive,negative,that,2
argue,modal,should,intransitive,positive,that,14
argue,modal,will,intransitive,negative,that,19
argue,modal,will,intransitive,positive,that,605
argue,modal,will,intransitive,positive,whether,1
argue,modal,would,intransitive,negative,that,26
argue,modal,would,intransitive,positive,that,1965
argue,modal,would,intransitive,positive,whether,2
argue,past,none,intransitive,negative,that,22
argue,past,none,intransitive,positive,that,8916
argue,past,none,intransitive,positive,whether,7
argue,perfect,none,intransitive,negative,that,4
argue,perfect,none,intransitive,positive,that,2796
argue,perfect,none,intransitive,positive,whether,5
argue,present,none,intransitive,negative,that,66
argue,present,none,intransitive,negative,whether,1
argue,present,none,intransitive,positive,that,16956
argue,present,none,intransitive,positive,whether,15
argue,progressive,none,intransitive,negative,that,159
argue,progressive,none,intransitive,negative,whether,7
argue,progressive,none,intransitive,positive,that,815
argue,progressive,none,intransitive,positive,whether,27
arise,infinitival,none,intransitive,positive,that,11
arise,modal,can,intransitive,positive,whether,1
arise,modal,may,intransitive,positive,that,8
arise,modal,may,intransitive,positive,whether,1
arise,modal,will,intransitive,positive,that,8
arise,modal,will,intransitive,positive,whether,2
arise,modal,would,intransitive,positive,whether,1
arise,past,none,intransitive,positive,that,78
arise,past,none,intransitive,positive,whether,4
arise,perfect,none,intransitive,positive,that,36
arise,perfect,none,intransitive,positive,whether,3
arise,present,none,intransitive,negative,that,1
arise,present,none,intransitive,positive,that,109
arise,present,none,intransitive,positive,whether,35
arise,progressive,none,intransitive,positive,that,3
arnazing,progressive,none,intransitive,positive,that,1
arrange,infinitival,none,intransitive,positive,that,14
arrange,modal,can,intransitive,positive,that,12
arrange,past,none,intransitive,positive,that,40
arrange,perfect,none,intransitive,negative,that,1
arrange,perfect,none,intransitive,positive,that,11
arrange,present,none,intransitive,negative,that,1
arrange,progressive,none,intransitive,positive,that,2
arrest,present,none,intransitive,positive,that,20
arrest,present,none,transitive,positive,whether,1
arrive,infinitival,none,intransitive,positive,that,5
arrive,past,none,intransitive,positive,that,68
arrive,past,none,intransitive,positive,whether,1
arrive,perfect,none,intransitive,positive,that,11
arrive,present,none,intransitive,positive,that,39
arrive,progressive,none,intransitive,positive,that,2
arse,present,none,intransitive,positive,whether,1
articulate,infinitival,none,intransitive,positive,that,24
articulate,infinitival,none,intransitive,positive,whether,1
articulate,past,none,intransitive,negative,that,3
articulate,past,none,intransitive,positive,that,11
articulate,perfect,none,intransitive,positive,that,8
articulate,present,none,intransitive,positive,that,11
articulate,progressive,none,intransitive,positive,that,1
artifact,present,none,intransitive,positive,that,15
ascertain,infinitival,none,intransitive,positive,that,73
ascertain,infinitival,none,intransitive,positive,whether,254
ascertain,modal,can,intransitive,negative,whether,3
ascertain,modal,can,intransitive,positive,whether,4
ascertain,modal,could,intransitive,negative,whether,4
ascertain,modal,could,intransitive,positive,whether,2
ascertain,modal,may,intransitive,positive,whether,1
ascertain,modal,must,intransitive,positive,whether,3
ascertain,modal,shall,intransitive,positive,whether,2
ascertain,modal,would,intransitive,positive,whether,1
ascertain,past,none,intransitive,negative,that,1
ascertain,past,none,intransitive,negative,whether,1
ascertain,past,none,intransitive,positive,that,53
ascertain,past,none,intransitive,positive,whether,4
ascertain,perfect,none,intransitive,negative,that,4
ascertain,perfect,none,intransitive,positive,that,30
ascertain,perfect,none,intransitive,positive,whether,1
ascertain,present,none,intransitive,positive,that,36
ascertain,present,none,intransitive,positive,whether,9
ask,infinitival,none,intransitive,negative,whether,6
ask,infinitival,none,intransitive,positive,that,423
ask,infinitival,none,intransitive,positive,whether,672
ask,infinitival,none,transitive,positive,that,30
ask,infinitival,none,transitive,positive,whether,156
ask,modal,be,intransitive,positive,whether,1
ask,modal,be,transitive,positive,whether,2
ask,modal,can,intransitive,negative,that,3
ask,modal,can,intransitive,negative,whether,2
ask,modal,can,intransitive,positive,that,26
ask,modal,can,intransitive,positive,whether,26
ask,modal,can,transitive,negative,whether,1
ask,modal,can,transitive,positive,that,3
ask,modal,can,transitive,positive,whether,4
ask,modal,could,intransitive,negative,that,3
ask,modal,could,intransitive,positive,that,13
ask,modal,could,intransitive,positive,whether,9
ask,modal,could,transitive,negative,that,1
ask,modal,could,transitive,positive,whether,6
ask,modal,have,intransitive,positive,that,32
ask,modal,have,intransitive,positive,whether,2
ask,modal,have,transitive,positive,whether,5
ask,modal,may,intransitive,positive,that,12
ask,modal,may,intransitive,positive,whether,22
ask,modal,may,transitive,positive,whether,1
ask,modal,might,intransitive,positive,whether,38
ask,modal,might,transitive,positive,whether,7
ask,modal,must,intransitive,positive,that,20
ask,modal,must,intransitive,positive,whether,36
ask,modal,must,transitive,positive,whether,14
ask,modal,shall,intransitive,negative,whether,1
ask,modal,shall,intransitive,positive,whether,1
ask,modal,should,intransitive,negative,whether,3
ask,modal,should,intransitive,positive,that,9
ask,modal,should,intransitive,positive,whether,21
ask,modal,should,transitive,negative,whether,1
ask,modal,should,transitive,positive,that,4
ask,modal,should,transitive,positive,whether,12
ask,modal,will,intransitive,negative,that,1
ask,modal,will,intransitive,negative,whether,5
ask,modal,will,intransitive,positive,that,40
ask,modal,will,intransitive,positive,whether,27
ask,modal,will,transitive,negative,whether,1
ask,modal,will,transitive,positive,whether,14
ask,modal,would,intransitive,positive,that,140
ask,modal,would,intransitive,positive,whether,15
ask,modal,would,transitive,negative,whether,1
ask,modal,would,transitive,positive,that,1
ask,modal,would,transitive,positive,whether,5
ask,past,none,intransitive,negative,that,17
ask,past,none,intransitive,negative,whether,25
ask,past,none,intransitive,positive,that,1695
ask,past,none,intransitive,positive,whether,1325
ask,past,none,transitive,negative,that,3
ask,past,none,transitive,negative,whether,8
ask,past,none,transitive,positive,that,64
ask,past,none,transitive,positive,whether,485
ask,perfect,none,intransitive,negative,that,12
ask,perfect,none,intransitive,negative,whether,3
ask,perfect,none,intransitive,positive,that,316
ask,perfect,none,intransitive,positive,whether,74
ask,perfect,none,transitive,negative,that,2
ask,perfect,none,transitive,negative,whether,3
ask,perfect,none,transitive,positive,that,21
ask,perfect,none,transitive,positive,whether,28
ask,present,none,intransitive,negative,that,21
ask,present,none,intransitive,negative,whether,15
ask,present,none,intransitive,positive,that,2324
ask,present,none,intransitive,positive,whether,721
ask,present,none,transitive,negative,whether,4
ask,present,none,transitive,positive,that,32
ask,present,none,transitive,positive,whether,278
ask,progressive,none,intransitive,negative,that,29
ask,progressive,none,intransitive,negative,whether,15
ask,progressive,none,intransitive,positive,that,267
ask,progressive,none,intransitive,positive,whether,188
ask,progressive,none,transitive,negative,that,1
ask,progressive,none,transitive,negative,whether,3
ask,progressive,none,transitive,positive,that,15
ask,progressive,none,transitive,positive,whether,63
assault,past,none,intransitive,negative,that,1
assault,progressive,none,intransitive,positive,that,1
assay,infinitival,none,intransitive,negative,whether,1
assay,infinitival,none,intransitive,positive,whether,1
assay,past,none,intransitive,positive,whether,1
assemble,past,none,intransitive,positive,that,6
assemble,past,none,intransitive,positive,whether,1
assemble,perfect,none,intransitive,negative,that,1
assent,progressive,none,intransitive,positive,that,1
assert,infinitival,none,intransitive,negative,that,3
assert,infinitival,none,intransitive,positive,that,543
assert,infinitival,none,intransitive,positive,whether,3
assert,modal,can,intransitive,negative,that,7
assert,modal,can,intransitive,positive,that,28
assert,modal,can,transitive,negative,that,1
assert,modal,could,intransitive,positive,that,10
assert,modal,may,intransitive,positive,that,9
assert,modal,must,intransitive,positive,whether,1
assert,modal,will,intransitive,negative,that,1
assert,modal,will,intransitive,positive,that,17
assert,modal,would,intransitive,positive,that,40
assert,past,none,intransitive,negative,that,6
